CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
2446,42,Female,56922,High School,Divorced,1760,0,2024-11-03,East,Scientist,3,1,9250,51,Phone,Performance city happy better.,Bronze,6,9
2447,53,Male,25581,High School,Divorced,1651,0,2023-07-11,South,Doctor,1,3,10702,36,Email,Fund food worry business worry will.,Bronze,85,3
2448,28,Female,65904,PhD,Divorced,2948,1,2024-12-17,West,Engineer,4,6,8008,35,Email,Fly major we benefit leader sign sort.,Gold,76,7
2449,68,Male,24174,Bachelor,Married,2783,1,2023-05-17,West,Lawyer,4,3,12318,24,Phone,Realize process long before such remember use.,Silver,22,8
2450,32,Female,61975,High School,Married,2233,1,2024-07-12,North,Lawyer,3,4,9577,69,SMS,There trouble table news wear.,Platinum,59,1
2451,21,Female,48786,High School,Widowed,1143,1,2024-05-17,South,Teacher,4,1,8785,29,Phone,Until seem why newspaper person democratic green.,Gold,85,5
2452,38,Female,48190,High School,Divorced,1696,0,2024-08-20,West,Lawyer,1,2,7523,1,SMS,Something history fly drug purpose election tree.,Bronze,89,1
2453,30,Female,45496,High School,Widowed,1453,1,2024-06-05,East,Scientist,4,4,8004,57,SMS,Figure it development security large.,Silver,17,3
2454,39,Female,30481,Bachelor,Single,2906,1,2024-08-22,West,Lawyer,3,1,6038,9,SMS,Oil have central.,Bronze,70,2
2455,36,Female,31275,Bachelor,Divorced,1237,1,2023-08-11,East,Engineer,4,4,11269,80,Email,Check a central theory sort others economy.,Bronze,65,2
2456,51,Male,62547,High School,Divorced,2901,0,2024-04-01,North,Artist,0,6,8205,15,SMS,Exist leg who about military base commercial.,Gold,52,4
2457,31,Male,50179,Master,Widowed,1947,0,2023-10-06,West,Artist,1,5,9872,74,SMS,Attack news in first on.,Platinum,18,5
2458,21,Female,45386,PhD,Widowed,1401,1,2023-11-03,East,Teacher,1,5,13645,16,Phone,Level different TV child.,Silver,63,1
2459,65,Male,56650,Bachelor,Single,2493,0,2023-07-12,North,Lawyer,2,4,9640,48,Email,Fly campaign court station every big effect.,Gold,13,6
2460,69,Female,51519,Bachelor,Widowed,2314,1,2023-05-01,North,Lawyer,4,1,9526,36,Email,Sign laugh drive economic Mr.,Platinum,24,5
2461,63,Male,38106,Master,Divorced,1366,0,2023-10-30,North,Artist,1,5,9847,53,SMS,Spend yet specific.,Gold,32,4
2462,44,Female,86914,Bachelor,Married,1987,0,2024-08-15,West,Teacher,4,5,10877,79,Phone,Write create how result big wish.,Platinum,47,6
2463,46,Male,61111,Master,Single,2687,0,2024-11-04,North,Lawyer,0,4,8596,3,SMS,Hotel effect mind ask myself bill market.,Bronze,38,2
2464,64,Female,51906,Master,Single,1795,1,2024-10-06,North,Teacher,3,5,12556,19,Email,Part pass chance nothing away loss happen.,Silver,83,8
2465,45,Male,42295,High School,Divorced,2839,0,2023-11-15,East,Scientist,3,6,10390,41,Phone,Perform article trouble.,Silver,4,6
2466,52,Female,64291,Bachelor,Married,1627,1,2024-01-19,North,Engineer,2,2,8371,37,Email,Order partner wonder military mean major.,Silver,20,3
2467,25,Male,38186,PhD,Widowed,1188,0,2023-08-13,West,Scientist,2,5,8970,59,Email,Important time yeah old parent ball room.,Gold,58,4
2468,33,Female,36923,Master,Widowed,2022,1,2024-11-15,South,Lawyer,1,6,13428,67,Email,Far your throughout listen shake.,Gold,76,2
2469,59,Female,75399,PhD,Married,1269,1,2024-10-20,North,Lawyer,1,4,8027,8,Email,Grow property big national account.,Platinum,13,4
2470,53,Female,50460,High School,Married,2062,1,2023-05-02,West,Lawyer,1,5,11259,88,Email,Song quickly voice hit help.,Gold,62,9
2471,47,Male,38549,Bachelor,Divorced,2002,1,2024-11-07,North,Artist,0,5,11433,14,Phone,Wonder suggest believe every check war sound.,Bronze,53,4
2472,35,Male,50085,High School,Widowed,1620,1,2024-12-30,West,Artist,2,3,6774,61,Phone,East most spend popular bar everything.,Platinum,79,8
2473,19,Male,62752,High School,Divorced,2939,1,2024-07-05,North,Lawyer,2,4,5659,35,Email,Sometimes everyone early able bed meet.,Gold,44,3
2474,66,Female,59318,PhD,Widowed,1998,0,2023-08-03,East,Lawyer,3,4,9031,16,SMS,Practice general economy while eight well.,Silver,49,5
2475,30,Male,64613,PhD,Widowed,2432,1,2025-01-15,South,Engineer,2,6,12416,71,SMS,Seat scene political brother.,Bronze,40,2
2476,21,Female,31256,Master,Married,2464,0,2023-09-13,South,Engineer,2,3,5587,35,Email,Radio just fill not major.,Silver,91,9
2477,43,Male,64237,Bachelor,Divorced,2880,1,2024-03-23,West,Teacher,0,3,7382,8,Phone,Book everybody well.,Platinum,0,9
2478,42,Male,47314,High School,Married,1395,1,2024-10-08,West,Teacher,1,6,12017,60,SMS,But exist window participant each.,Platinum,1,7
2479,47,Male,51336,Master,Divorced,1121,0,2023-03-31,South,Artist,0,2,6794,12,Phone,Political decide whole service lose truth wait.,Gold,71,2
2480,28,Male,68142,Master,Widowed,2862,1,2023-08-27,East,Doctor,4,5,13068,49,Phone,New music star leave country.,Platinum,12,4
2481,24,Female,60540,High School,Single,2290,0,2023-12-30,East,Engineer,3,1,17952,80,SMS,Enter movement must sometimes eat.,Platinum,18,6
2482,48,Male,55265,High School,Single,2063,1,2024-03-09,North,Teacher,3,1,7553,68,SMS,Factor bar add recognize particularly.,Silver,50,9
2483,61,Male,20240,Master,Divorced,1933,0,2025-01-04,East,Engineer,3,3,14417,35,Phone,Case wife catch represent approach.,Platinum,1,6
2484,27,Female,49317,High School,Divorced,1844,0,2024-02-10,South,Engineer,1,4,10983,45,SMS,Mean eye country course billion fly remember.,Bronze,94,4
2485,56,Female,38229,High School,Married,2430,1,2024-12-20,South,Scientist,1,4,7624,41,Email,Order administration suggest camera lawyer.,Gold,9,1
2486,30,Male,60665,PhD,Widowed,1278,0,2023-10-23,East,Doctor,1,6,14777,61,SMS,Itself reveal radio easy newspaper.,Platinum,68,7
2487,48,Male,64864,Bachelor,Single,2238,0,2023-02-14,East,Engineer,3,2,11220,96,Phone,Town total upon thus positive need body worker.,Bronze,86,7
2488,24,Female,45469,Master,Married,2515,1,2024-06-14,South,Scientist,3,1,13570,76,Phone,Benefit hospital lose behavior pretty role.,Gold,29,6
2489,66,Female,39994,High School,Divorced,2371,1,2023-03-30,South,Doctor,3,6,17037,85,Phone,Only arm time great learn interest important.,Bronze,95,3
2490,59,Female,73344,Master,Widowed,1964,1,2023-07-24,South,Scientist,4,6,9677,15,Phone,Speak year new letter pressure very specific.,Bronze,64,5
2491,59,Male,40952,Bachelor,Married,1998,0,2024-03-08,South,Scientist,4,4,11657,99,Phone,According kid easy.,Platinum,43,7
2492,53,Male,32081,Master,Married,2642,0,2024-03-09,South,Doctor,3,2,6653,67,Phone,Attorney back leader focus morning surface.,Silver,41,6
2493,37,Male,37509,Master,Divorced,2290,0,2024-06-21,East,Engineer,1,2,8604,59,Email,Others attorney center key team. Lot test dinner.,Gold,2,7
2494,21,Female,41675,Master,Widowed,2877,1,2023-06-30,East,Engineer,1,3,9755,2,Phone,Food reduce camera class. Run large can.,Platinum,29,5
2495,24,Female,37079,PhD,Single,1128,1,2023-04-28,North,Teacher,4,1,10634,6,Phone,Over today break.,Platinum,36,1
2496,18,Female,62680,Bachelor,Married,2453,0,2023-07-07,North,Engineer,4,2,3613,57,Email,Box establish even security realize.,Gold,27,5
2497,61,Male,17031,Bachelor,Divorced,1594,1,2024-04-04,West,Engineer,3,2,14645,16,Phone,Artist table street happen population thank.,Gold,50,2
2498,62,Female,36761,Master,Married,1963,1,2023-07-01,North,Engineer,3,2,11902,23,Phone,Purpose music none difficult author author.,Platinum,84,2
2499,59,Male,49287,Master,Divorced,2688,1,2024-02-22,East,Teacher,1,1,11550,95,Email,Their point choose chair raise ask.,Bronze,12,4
2500,64,Female,53153,Bachelor,Divorced,1498,1,2024-09-26,North,Doctor,2,3,16146,41,SMS,System around than maybe test stuff detail role.,Silver,39,6
2501,30,Male,75377,High School,Divorced,3057,1,2023-04-21,North,Teacher,1,5,14863,30,SMS,Finally southern surface ever ahead standard.,Silver,25,5
2502,39,Male,73178,PhD,Widowed,2552,0,2024-06-20,East,Engineer,1,4,9545,67,Phone,Material professor air test along.,Gold,29,7
2503,38,Female,25988,Bachelor,Single,2289,0,2025-01-06,South,Lawyer,3,6,8291,55,SMS,Power sound whatever account may possible.,Gold,23,8
2504,39,Male,21379,Master,Widowed,1533,1,2024-07-18,East,Engineer,2,6,11868,80,SMS,Two movement western although well these.,Bronze,37,1
2505,45,Female,50374,High School,Single,1910,1,2023-12-05,East,Teacher,2,1,14654,4,Email,Despite already story very near sort good.,Bronze,68,8
2506,26,Male,39902,High School,Divorced,1820,0,2024-05-02,West,Scientist,3,1,9554,28,SMS,Three ability time concern window.,Platinum,15,3
2507,43,Female,32119,High School,Single,1383,0,2023-08-30,West,Scientist,0,6,12667,50,Phone,Key small happy relate type.,Bronze,54,2
2508,26,Female,50241,PhD,Widowed,2546,0,2023-08-24,West,Teacher,3,1,15119,28,Email,Plan camera dinner believe price course firm.,Silver,48,2
2509,32,Male,53460,PhD,Married,1797,0,2024-03-25,South,Artist,4,5,12964,53,SMS,There concern indeed current firm.,Bronze,79,5
2510,27,Female,37415,Bachelor,Widowed,1912,0,2023-12-19,North,Scientist,2,4,5215,67,Phone,Notice including note program just behind.,Bronze,51,2
2511,41,Male,40638,Bachelor,Widowed,1937,1,2024-10-19,West,Lawyer,3,4,6415,26,Email,Late especially wrong other point right.,Bronze,48,4
2512,59,Female,38569,Bachelor,Widowed,1892,0,2023-06-09,East,Teacher,1,2,15949,39,Phone,Of understand interview address number on true.,Gold,63,3
2513,25,Female,43827,Bachelor,Widowed,2265,0,2023-02-12,West,Scientist,1,6,10329,13,SMS,Cell describe health side cover.,Bronze,47,8
2514,41,Female,58121,Master,Widowed,1688,0,2023-10-05,East,Scientist,1,6,10990,71,Phone,Later sort training western. Voice none rule.,Gold,73,9
2515,33,Female,33831,PhD,Single,2509,0,2024-07-19,South,Doctor,3,6,11704,54,SMS,College attention deep recently floor after.,Silver,81,6
2516,66,Male,40389,High School,Single,1702,1,2024-02-19,West,Engineer,0,2,14295,13,SMS,Pay just remember civil turn say.,Silver,37,4
2517,43,Female,44010,Master,Married,1985,1,2023-05-14,East,Scientist,4,6,7651,59,SMS,Big include actually chair degree end.,Gold,16,2
2518,44,Female,49898,Bachelor,Widowed,1346,0,2023-09-15,North,Scientist,1,3,8761,4,SMS,Group speech bar lot relationship student poor.,Gold,40,8
2519,54,Male,54139,Bachelor,Widowed,2535,0,2023-11-19,South,Doctor,3,1,6983,80,SMS,Every cover despite page police tree the.,Bronze,53,3
2520,21,Male,80633,Master,Married,2662,1,2023-07-25,East,Teacher,0,3,3807,57,Email,Also anyone food there senior street reflect.,Bronze,39,2
2521,67,Male,58581,High School,Married,2357,0,2024-02-01,North,Teacher,2,1,11230,92,SMS,General from role big around song.,Silver,30,4
2522,41,Male,58938,PhD,Divorced,2085,0,2023-11-11,North,Doctor,2,4,7402,60,Email,Tend church charge yard pattern.,Silver,89,2
2523,36,Male,46000,PhD,Married,1981,1,2023-12-13,East,Doctor,4,6,12887,47,Phone,Activity ground rest result.,Silver,25,3
2524,53,Male,35302,High School,Married,1218,1,2024-02-19,West,Artist,3,3,8179,77,Phone,Leg through hear street identify.,Silver,75,9
2525,56,Female,42076,PhD,Married,1322,0,2023-03-23,North,Engineer,3,4,5960,74,Email,Evening situation difficult.,Platinum,17,7
2526,27,Male,39345,Bachelor,Divorced,2375,0,2024-11-16,South,Doctor,1,2,13162,5,Email,Same several deep budget standard.,Bronze,97,1
2527,42,Female,55883,Bachelor,Single,1909,1,2024-04-23,North,Engineer,0,6,11568,36,Phone,Fly prepare control involve out store why out.,Bronze,34,5
2528,35,Male,25230,Bachelor,Divorced,1320,1,2023-12-07,West,Scientist,4,4,9503,19,Email,Deep teach out guy happy physical.,Platinum,74,5
2529,36,Female,58888,Bachelor,Single,1297,1,2023-08-29,South,Lawyer,0,5,9671,30,Email,Argue especially debate happen worker.,Silver,55,9
2530,53,Female,48241,High School,Married,2317,0,2024-12-25,South,Teacher,4,3,11802,41,SMS,Some other model.,Bronze,29,1
2531,27,Female,61000,PhD,Divorced,2436,0,2024-01-06,South,Doctor,3,6,15104,48,Phone,Material compare building allow everyone.,Bronze,44,1
2532,50,Male,39141,PhD,Divorced,1233,0,2023-06-28,East,Lawyer,3,6,11205,28,Email,Million material half according.,Gold,74,7
2533,67,Male,36479,Master,Single,2076,1,2024-08-07,North,Teacher,4,1,11409,31,Email,Go forget measure direction social across.,Platinum,51,7
2534,22,Male,43899,High School,Divorced,2193,0,2023-10-28,West,Artist,0,4,8628,57,Email,Add should at marriage enter easy.,Gold,67,8
2535,64,Male,43540,PhD,Divorced,1708,1,2024-11-12,East,Teacher,2,6,9291,43,SMS,Policy goal I his. Common them spring American.,Platinum,54,4
2536,66,Female,62095,PhD,Widowed,2619,0,2024-05-05,East,Doctor,2,6,56,65,Phone,Sometimes top allow attention including every.,Platinum,99,7
2537,52,Male,61952,Master,Single,1827,1,2023-07-20,South,Lawyer,1,3,7170,9,Phone,Feel also administration push.,Platinum,9,6
2538,61,Female,78575,Bachelor,Divorced,1141,0,2023-11-14,East,Lawyer,1,1,6804,12,Email,Simple may including new mention other feeling.,Silver,53,1
2539,51,Female,42567,PhD,Divorced,1902,1,2023-12-19,North,Lawyer,0,6,6724,87,Email,Today first economic. Story report Democrat.,Platinum,33,2
2540,50,Male,-213,Bachelor,Married,2683,1,2024-04-03,East,Teacher,3,6,8854,12,SMS,Add stay manager alone myself.,Silver,62,8
2541,38,Male,43858,Master,Widowed,1827,1,2023-05-27,East,Engineer,0,3,9172,42,Email,Sign toward buy brother throughout imagine.,Platinum,30,6
2542,34,Male,53459,PhD,Widowed,1476,1,2024-01-27,South,Engineer,4,3,6804,73,Email,Start ago movement follow.,Silver,63,7
2543,39,Female,60717,Bachelor,Married,2314,0,2023-03-29,South,Teacher,2,5,13775,53,SMS,Model visit ten. Grow prevent leader.,Silver,95,8
2544,65,Male,54554,High School,Married,2129,1,2025-01-26,East,Doctor,1,4,11796,90,Email,Her popular might factor where so.,Silver,49,5
2545,54,Female,42555,Bachelor,Married,1998,0,2024-03-08,South,Teacher,0,5,10618,94,Phone,Smile war test none run fly.,Bronze,27,5
2546,32,Male,75712,Bachelor,Married,2238,0,2024-08-12,West,Engineer,0,2,11936,57,Phone,Nation up leader perform record a.,Gold,36,2
2547,52,Female,34493,Bachelor,Widowed,1654,1,2024-07-02,West,Teacher,4,6,4842,84,Phone,Increase option account want whole teacher.,Gold,95,4
2548,45,Male,45880,Bachelor,Divorced,1699,1,2024-06-01,West,Lawyer,3,3,4757,16,SMS,Garden avoid attention somebody admit sister.,Gold,31,2
2549,24,Male,33801,High School,Divorced,2363,0,2023-04-18,East,Doctor,3,4,13654,77,SMS,Study surface shake page if likely.,Bronze,80,7
2550,49,Female,50293,Master,Married,1516,0,2023-04-02,North,Doctor,2,2,17145,99,Phone,Entire media hold nor large.,Bronze,97,9
2551,28,Male,73835,Bachelor,Single,2807,0,2023-04-19,North,Artist,1,6,10163,50,Phone,Know quickly again purpose economic career girl.,Bronze,34,2
2552,27,Male,47886,Bachelor,Married,2614,0,2024-02-01,South,Teacher,3,2,16751,4,SMS,Employee sure beat.,Platinum,56,4
2553,26,Male,47978,PhD,Divorced,1427,0,2023-05-27,North,Scientist,3,5,10003,89,Email,Debate technology act you. Blood help they fill.,Platinum,60,8
2554,31,Male,24560,PhD,Single,2737,0,2024-12-08,North,Scientist,3,2,7874,13,Email,In now energy word rate bed.,Platinum,84,9
2555,30,Male,45695,High School,Married,2076,0,2023-11-11,East,Scientist,0,1,12940,60,SMS,Not south decide animal area thing though heart.,Platinum,31,4
2556,42,Male,67257,High School,Single,2692,1,2023-10-03,South,Lawyer,3,1,3547,28,Phone,Product final compare word look why music.,Platinum,97,8
2557,19,Male,46246,High School,Married,2066,0,2023-07-22,North,Scientist,4,1,8237,12,SMS,Short road at wrong issue loss condition.,Gold,97,7
2558,52,Female,45233,PhD,Widowed,1911,0,2023-04-28,West,Teacher,2,6,7517,24,Phone,Goal heavy its rule.,Gold,7,5
2559,24,Female,66585,Bachelor,Divorced,1859,1,2023-10-19,South,Artist,3,2,6400,92,SMS,A simply place level myself.,Gold,79,4
2560,38,Male,45296,PhD,Married,775,0,2023-12-11,South,Artist,1,6,8504,1,SMS,Development word blood.,Gold,34,6
2561,35,Male,69380,Master,Single,2463,0,2024-12-24,South,Teacher,0,6,10871,34,SMS,Phone raise total beautiful dinner.,Gold,22,6
2562,20,Male,30730,High School,Divorced,1646,1,2024-07-08,West,Scientist,4,3,13934,3,SMS,Point must air onto.,Bronze,85,2
2563,59,Female,60167,High School,Married,2479,0,2023-07-28,North,Teacher,2,4,13124,22,SMS,Standard position direction cup great.,Bronze,94,3
2564,56,Female,74694,High School,Married,2836,0,2024-06-24,West,Teacher,0,1,5218,85,SMS,Fear seem off think mother.,Platinum,92,6
2565,58,Male,65117,Master,Married,1711,1,2024-12-06,South,Engineer,4,1,16869,27,Phone,Perhaps Congress own hear page think.,Gold,37,4
2566,66,Female,21990,Bachelor,Married,1681,1,2023-06-06,South,Artist,0,1,13739,21,Phone,Scene important policy interview allow rule.,Platinum,18,3
2567,28,Male,40425,Bachelor,Widowed,2503,0,2023-11-25,East,Doctor,2,5,10121,86,Email,Away government cost debate.,Bronze,53,4
2568,56,Male,46370,Bachelor,Divorced,1766,1,2023-07-19,East,Scientist,2,5,14036,13,SMS,During car free enough visit.,Platinum,44,6
2569,41,Male,65149,High School,Widowed,2658,1,2023-02-16,East,Scientist,3,1,7236,44,Email,Through beat will indicate second choose over.,Gold,35,3
2570,63,Male,30025,Bachelor,Divorced,1654,0,2023-06-09,East,Engineer,1,1,12533,80,Email,Yes three building up mission.,Gold,48,1
2571,36,Female,34715,PhD,Married,2719,1,2023-06-30,South,Lawyer,3,6,4196,24,SMS,Left leader local upon.,Gold,59,6
2572,21,Female,25922,High School,Divorced,1847,1,2023-10-06,West,Doctor,0,5,9078,46,SMS,Buy war side.,Bronze,55,2
2573,43,Male,37612,Master,Single,2165,0,2023-08-11,East,Doctor,3,4,14092,17,Email,Step style modern around wide senior film.,Platinum,72,9
2574,55,Female,31225,Master,Divorced,2491,0,2024-11-05,West,Doctor,2,3,8625,5,Email,Success PM visit hot hospital push.,Silver,63,6
2575,59,Female,73968,Bachelor,Single,2255,1,2023-11-15,East,Artist,2,4,8757,38,SMS,Theory admit test film maybe those affect once.,Silver,61,1
2576,49,Male,40289,High School,Single,2535,1,2024-03-07,North,Lawyer,2,6,8187,59,SMS,Save money beyond fish than similar.,Silver,98,4
2577,56,Female,60363,PhD,Widowed,1272,0,2025-01-12,East,Engineer,3,3,9408,27,SMS,Face arm common hot television. Maybe add miss.,Silver,58,5
2578,62,Male,50269,PhD,Divorced,1796,0,2024-04-23,West,Lawyer,4,2,6964,54,Phone,Director spend face.,Silver,0,8
2579,63,Male,50059,High School,Married,2031,1,2023-05-04,East,Scientist,3,2,14745,96,Email,Fear religious cut mother possible record.,Bronze,96,3
2580,53,Male,41128,Bachelor,Divorced,1617,0,2023-04-18,North,Engineer,3,4,6402,90,Email,Government identify career these power.,Gold,80,9
2581,57,Male,61550,Master,Widowed,2485,0,2023-04-10,West,Artist,3,5,10971,71,Email,Ahead perhaps partner movie bank.,Silver,89,9
2582,54,Female,52315,Master,Single,1743,1,2024-08-11,West,Scientist,3,1,12536,55,Phone,Hot degree mention red hit rich.,Silver,76,5
2583,50,Male,51451,PhD,Single,1618,1,2023-03-06,West,Lawyer,2,2,7792,71,Email,Decade near movie stock brother test near main.,Silver,4,4
2584,53,Female,41098,PhD,Widowed,2470,0,2023-02-22,South,Doctor,1,6,5631,43,SMS,Keep small firm way pick career rock learn.,Platinum,18,7
2585,20,Male,43553,PhD,Widowed,1477,0,2023-09-18,West,Lawyer,3,5,8265,91,Phone,Enjoy interview pattern wish place into say.,Gold,57,9
2586,26,Male,58833,Master,Divorced,1501,1,2023-10-18,South,Scientist,3,5,8812,38,Email,Then pull foreign because candidate without.,Silver,56,6
2587,25,Female,53450,PhD,Single,2254,0,2024-08-25,North,Artist,1,3,12756,88,Phone,Senior look push other change along.,Bronze,41,7
2588,50,Male,51852,Master,Widowed,2671,1,2023-07-28,West,Artist,3,2,9556,88,Phone,Trip computer month task job bill call.,Gold,72,1
2589,23,Female,38689,Master,Divorced,2080,0,2024-08-30,West,Artist,1,4,10007,61,SMS,Leader small share morning.,Gold,5,4
2590,58,Female,79161,Bachelor,Divorced,1192,0,2023-10-17,West,Engineer,2,6,5784,45,Phone,Industry himself good foreign.,Gold,84,2
2591,56,Male,42804,Bachelor,Married,2342,0,2023-12-23,North,Lawyer,4,5,9418,58,SMS,Describe others war letter movie.,Platinum,21,1
2592,21,Male,49546,Bachelor,Single,1703,1,2023-02-24,South,Doctor,3,4,14309,29,SMS,Civil stand month prove deal will.,Gold,52,7
2593,30,Male,47194,PhD,Divorced,2560,1,2023-09-20,East,Doctor,4,4,13288,54,Email,Good car nice clearly magazine voice us.,Silver,56,4
2594,66,Male,79320,Master,Widowed,1810,0,2023-03-15,North,Teacher,3,6,8490,91,SMS,Staff factor save choice star.,Silver,50,2
2595,19,Male,45637,PhD,Single,2571,0,2023-02-23,North,Artist,0,2,12490,34,Email,Indeed southern ball model edge.,Platinum,4,5
2596,22,Male,44264,Master,Widowed,1791,1,2023-03-28,North,Scientist,0,6,9579,21,Email,Machine marriage happy impact use next theory.,Bronze,21,7
2597,61,Female,51774,Bachelor,Widowed,1655,1,2024-12-30,South,Doctor,2,4,11512,45,Email,Hour whether coach service.,Platinum,6,2
2598,44,Female,39596,Bachelor,Divorced,1041,0,2023-05-30,South,Artist,4,4,9116,1,SMS,Investment sense town relate lose.,Platinum,63,7
2599,49,Male,51673,PhD,Divorced,1670,1,2023-12-13,South,Doctor,4,1,7100,10,Email,Order oil military me.,Silver,56,3
2600,38,Female,85574,Master,Married,2088,1,2023-07-14,South,Lawyer,1,6,6947,58,SMS,Similar before practice marriage cost.,Gold,25,8
2601,25,Female,54495,PhD,Widowed,2050,0,2024-02-12,South,Teacher,1,4,11580,94,SMS,Page couple speech remain national remain hard.,Platinum,24,7
2602,55,Male,53948,High School,Divorced,2305,0,2023-07-14,West,Artist,3,1,2060,28,Email,Former long politics government past.,Bronze,68,1
2603,25,Male,39231,PhD,Married,2622,1,2024-06-25,East,Engineer,1,2,13193,61,SMS,Church capital yourself his black personal.,Silver,31,9
2604,67,Female,75638,Bachelor,Single,2014,1,2024-02-07,East,Engineer,1,4,9278,30,Email,Think action such phone since recognize.,Gold,7,6
2605,20,Male,79085,Master,Married,2033,0,2024-02-11,South,Doctor,4,5,8072,28,Email,Business expect meet shake.,Bronze,8,4
2606,61,Female,62790,Master,Married,2556,1,2023-06-12,South,Lawyer,0,6,12996,29,Email,Environmental respond science speech determine.,Platinum,53,6
2607,20,Male,59807,PhD,Widowed,2115,0,2024-10-06,West,Scientist,4,4,1699,31,Phone,Not research exist minute far.,Bronze,91,2
2608,39,Female,46478,Bachelor,Single,1538,0,2023-07-25,South,Artist,1,1,11386,68,SMS,Carry business age majority already maybe now.,Platinum,19,2
2609,23,Female,55870,High School,Widowed,1738,1,2023-06-07,West,Teacher,3,5,14922,83,Phone,Expert capital politics significant mind.,Platinum,67,8
2610,19,Female,37472,PhD,Widowed,935,0,2025-01-13,West,Lawyer,0,2,5884,74,Phone,Heart not director not knowledge worker.,Platinum,66,5
2611,40,Female,33108,Master,Married,1531,0,2024-12-29,North,Doctor,1,6,8636,31,SMS,Player happen generation blood friend.,Platinum,43,7
2612,61,Male,27689,Bachelor,Married,1154,0,2024-04-22,North,Lawyer,1,3,11357,98,SMS,Final machine remember.,Platinum,40,1
2613,19,Male,56160,Master,Divorced,2175,0,2023-08-27,South,Teacher,3,3,5287,41,Email,Share put young argue hot white avoid even.,Silver,41,6
2614,55,Female,29324,Master,Married,2605,0,2023-06-12,West,Lawyer,3,1,10738,64,Phone,Character sell attorney most.,Platinum,10,7
2615,34,Female,42505,Master,Divorced,1529,1,2023-02-10,South,Artist,1,2,18062,42,SMS,Either soon any think network.,Gold,92,7
2616,52,Male,49081,Master,Widowed,1548,0,2024-09-14,North,Doctor,1,2,10981,44,Email,Care begin medical business wrong.,Platinum,42,3
2617,51,Male,64929,High School,Married,2471,0,2024-06-16,North,Teacher,4,4,10882,31,SMS,Key option within tax notice simple have issue.,Silver,85,9
2618,40,Female,41326,Bachelor,Single,1774,0,2023-12-07,North,Doctor,2,3,6388,11,SMS,Stage list pass especially.,Bronze,7,9
2619,47,Female,66699,PhD,Single,2128,1,2024-05-31,North,Scientist,3,4,13989,36,Email,Meet pay high remember. Next not address.,Gold,45,5
2620,69,Female,64087,Bachelor,Widowed,2371,0,2024-07-31,North,Artist,3,2,1823,32,SMS,Past black behavior any.,Bronze,33,9
2621,25,Female,33930,Bachelor,Widowed,1645,0,2023-05-30,South,Teacher,4,1,9890,87,Email,Music born realize reality.,Bronze,94,7
2622,39,Female,66842,Bachelor,Married,1655,0,2023-05-23,South,Scientist,0,1,12747,39,Phone,Message professional capital help.,Gold,67,7
2623,61,Male,45746,PhD,Divorced,1746,0,2024-10-26,North,Scientist,0,5,2500,67,Email,Road product fly positive job job later.,Silver,14,9
2624,53,Female,42515,Bachelor,Married,1223,1,2024-06-13,South,Scientist,0,1,3957,60,SMS,Responsibility growth think week.,Platinum,17,2
2625,22,Male,45809,PhD,Divorced,2243,1,2024-12-17,North,Teacher,3,3,5567,92,Phone,Increase build small matter evening.,Platinum,10,5
2626,30,Male,49947,PhD,Married,2300,0,2024-07-11,North,Doctor,2,5,14118,25,Phone,Space really painting almost capital foot trip.,Platinum,90,8
2627,46,Male,43774,High School,Single,2039,1,2024-02-12,North,Lawyer,2,3,8090,28,Email,Consider sometimes around pass piece live.,Bronze,18,8
2628,48,Female,37404,Master,Single,2679,1,2023-09-04,South,Lawyer,4,4,12689,19,Email,Determine continue learn firm no.,Gold,72,3
2629,64,Male,38731,PhD,Divorced,1869,1,2024-11-28,South,Scientist,0,4,12205,83,Email,Stay father notice nice.,Platinum,24,5
2630,33,Male,52084,Master,Married,2308,0,2024-03-19,West,Engineer,0,1,5018,29,Phone,Local however later evening turn day.,Platinum,21,4
2631,59,Male,47593,Bachelor,Widowed,2242,0,2023-02-10,South,Engineer,1,5,8831,50,Email,Husband purpose serious.,Silver,86,4
2632,47,Male,57909,Master,Divorced,1600,0,2023-08-04,South,Teacher,4,3,9315,19,SMS,Play least quality mouth see Mr here.,Silver,61,2
2633,33,Female,50785,Master,Single,2577,0,2024-08-26,East,Doctor,4,3,11533,56,Phone,Member fine me company data some something.,Bronze,36,6
2634,29,Female,51155,Master,Divorced,2064,0,2023-06-12,North,Teacher,3,2,10683,18,Email,Ground hundred house left.,Gold,9,1
2635,34,Male,58892,Bachelor,Married,2487,0,2023-11-09,North,Doctor,3,1,9802,45,Phone,Memory education seat audience region report.,Silver,80,8
2636,33,Male,71283,Bachelor,Widowed,1349,1,2024-07-03,South,Artist,4,6,13494,88,SMS,Federal religious beat you whom.,Gold,51,9
2637,29,Female,71885,PhD,Widowed,2054,1,2024-10-26,South,Engineer,2,4,13451,80,SMS,Exist factor television finish fly.,Silver,76,5
2638,25,Female,70106,PhD,Divorced,1769,1,2024-07-08,West,Teacher,4,6,5655,82,SMS,Rock put site physical play ten.,Gold,67,6
